country,year,donated_amount,received_amount
Brazil,2007,50889.0,424596650.0
Brazil,2008,168870.0,575890217.0
Brazil,2009,0.0,783901399.0
Brazil,2010,914681.0,1059210583.0
Brazil,2011,0.0,1013210831.0
Brazil,2012,0.0,2443208137.0
Brazil,2013,0.0,703048320.0
Canada,1973,437928427.0,0.0
Canada,1974,68502158.0,0.0
Canada,1975,93027681.0,0.0
Canada,1976,116287322.0,0.0
Canada,1977,38957778.0,0.0
Canada,1978,100516271.0,0.0
Canada,1979,80241209.0,0.0
Canada,1980,139264006.0,531674896.0
Canada,1981,546970726.0,2540405789.0
Canada,1982,87937147.0,170174807.0
Canada,1983,148016945.0,0.0
Canada,1984,691336664.0,153022875.0
Canada,1985,146523445.0,0.0
Canada,1986,392105553.0,0.0
Canada,1987,331152346.0,0.0
Canada,1988,149433255.0,0.0
Canada,1989,95861356.0,1961661.0
Canada,1990,146349000.0,0.0
Canada,1991,79132048.0,0.0
Canada,1992,203523019.0,0.0
Canada,1993,129123101.0,83925439.0
Canada,1994,83435990.0,0.0
Canada,1995,140853583.0,0.0
Canada,1996,240599471.0,0.0
Canada,1997,114731583.0,0.0
Canada,1998,385748294.0,0.0
Canada,1999,434102951.0,0.0
Canada,2000,356912625.0,0.0
Canada,2001,349119993.0,0.0
Canada,2002,242075816.0,587432031.0
Canada,2003,154336187.0,0.0
Canada,2004,172189837.0,0.0
Canada,2005,66617166.0,0.0
Canada,2006,60308595.0,0.0
Canada,2007,62686742.0,0.0
Canada,2008,75865089.0,55468.0
Canada,2009,74116591.0,0.0
Canada,2010,66543586.0,0.0
Canada,2011,49798170.0,0.0
Canada,2012,59322273.0,0.0
Canada,2013,54784201.0,0.0
Chile,1973,0.0,88056078.0
Chile,1974,0.0,257689227.0
Chile,1975,0.0,365408442.0
Chile,1976,0.0,155551297.0
Chile,1977,0.0,2568149.0
Chile,1978,0.0,4418418.0
Chile,1979,0.0,49451759.0
Chile,1980,0.0,17218386.0
Chile,1981,0.0,24802202.0
Chile,1982,0.0,25718071.0
Chile,1983,0.0,33869655.0
Chile,1984,0.0,314012953.0
Chile,1985,0.0,624811340.0
Chile,1986,0.0,123522992.0
Chile,1987,0.0,62625327.0
Chile,1988,0.0,73331550.0
Chile,1989,0.0,152229260.0
Chile,1990,0.0,260281186.0
Chile,1991,0.0,575859750.0
Chile,1992,0.0,686092378.0
Chile,1993,0.0,246885634.0
Chile,1994,0.0,98616016.0
Chile,1995,0.0,326285394.0
Chile,1996,0.0,66195930.0
Chile,1997,0.0,180051006.0
Chile,1998,0.0,279286896.0
Chile,1999,0.0,312658747.0
Chile,2000,0.0,143596162.0
Chile,2001,0.0,290131143.0
Chile,2002,117867.0,118858994.0
Chile,2003,32051.0,74584206.0
Chile,2004,37923.0,86004680.0
Chile,2005,49967.0,73415885.0
Chile,2006,129055.0,53907751.0
Chile,2007,56833.0,114940960.0
Chile,2008,10280.0,275383474.0
Chile,2009,40764.0,136810686.0
Chile,2010,89609.0,120087929.0
Chile,2011,0.0,63814172.0
Chile,2012,0.0,72801720.0
Chile,2013,0.0,302293325.0
Colombia,1973,0.0,549944785.0
Colombia,1974,0.0,203545814.0
Colombia,1975,0.0,145779156.0
Colombia,1976,0.0,143082677.0
Colombia,1977,0.0,67799905.0
Colombia,1978,0.0,54438681.0
Colombia,1979,0.0,15388003.0
Colombia,1980,0.0,257368296.0
Colombia,1981,0.0,176100059.0
Colombia,1982,0.0,1228919949.0
Colombia,1983,0.0,110714529.0
Colombia,1984,0.0,204495135.0
Colombia,1985,0.0,835091486.0
Colombia,1986,0.0,310212012.0
Colombia,1987,0.0,74058995.0
Colombia,1988,0.0,234020126.0
Colombia,1989,0.0,200318505.0
Colombia,1990,0.0,539309295.0
Colombia,1991,0.0,484986642.0
Colombia,1992,0.0,492185858.0
Colombia,1993,0.0,648542403.0
Colombia,1994,0.0,303016912.0
Colombia,1995,0.0,586866583.0
Colombia,1996,0.0,1052281529.0
Colombia,1997,0.0,94226174.0
Colombia,1998,0.0,407763235.0
Colombia,1999,0.0,881928095.0
Colombia,2000,0.0,1899134643.0
Colombia,2001,0.0,585022135.0
Colombia,2002,0.0,835264836.0
Colombia,2003,0.0,1086177861.0
Colombia,2004,0.0,951773147.0
Colombia,2005,0.0,1056910201.0
Colombia,2006,0.0,1617817757.0
Colombia,2007,77466.0,800292991.0
Colombia,2008,6798.0,1190054198.0
Colombia,2009,0.0,1279008966.0
Colombia,2010,106531.0,1128442346.0
Colombia,2011,0.0,749156157.0
Colombia,2012,0.0,1009768225.0
Colombia,2013,0.0,1039328005.0
Cyprus,1973,0.0,9613414.0
Cyprus,1974,0.0,16432279.0
Cyprus,1975,0.0,5864941.0
Cyprus,1976,0.0,31022257.0
Cyprus,1977,0.0,20945184.0
Cyprus,1978,0.0,46647.0
Cyprus,1979,0.0,15837039.0
Cyprus,1980,0.0,87110643.0
Cyprus,1981,0.0,110234644.0
Cyprus,1982,0.0,31348629.0
Cyprus,1983,0.0,51405078.0
Cyprus,1984,0.0,79282641.0
Cyprus,1985,0.0,39214175.0
Cyprus,1986,0.0,56716357.0
Cyprus,1987,0.0,29088415.0
Cyprus,1988,0.0,60836704.0
Cyprus,1989,0.0,32612810.0
Cyprus,1990,0.0,11768247.0
Cyprus,1991,0.0,24108788.0
Cyprus,1992,0.0,29261936.0
Cyprus,1993,0.0,42046495.0
Cyprus,1994,0.0,46104382.0
Cyprus,1995,0.0,1233692.0
Cyprus,1996,0.0,17809922.0
Cyprus,1997,0.0,9602634.0
Cyprus,1998,0.0,563689.0
Cyprus,1999,0.0,19380977.0
Cyprus,2000,0.0,5189473.0
Cyprus,2001,0.0,26263860.0
Cyprus,2002,0.0,23150596.0
Cyprus,2003,0.0,9421124.0
Cyprus,2004,0.0,24632806.0
Cyprus,2005,5599.0,0.0
Cyprus,2006,0.0,0.0
Cyprus,2007,0.0,4469.0
Cyprus,2008,0.0,0.0
Cyprus,2009,0.0,0.0
Cyprus,2010,0.0,0.0
Cyprus,2011,0.0,0.0
Cyprus,2012,0.0,0.0
Cyprus,2013,0.0,0.0
Czech Republic,1973,0.0,0.0
Czech Republic,1974,0.0,0.0
Czech Republic,1975,0.0,0.0
Czech Republic,1976,0.0,0.0
Czech Republic,1977,0.0,0.0
Czech Republic,1978,0.0,0.0
Czech Republic,1979,0.0,0.0
Czech Republic,1980,0.0,0.0
Czech Republic,1981,0.0,0.0
Czech Republic,1982,0.0,0.0
Czech Republic,1983,0.0,0.0
Czech Republic,1984,0.0,0.0
Czech Republic,1985,0.0,0.0
Czech Republic,1986,0.0,0.0
Czech Republic,1987,0.0,0.0
Czech Republic,1988,0.0,0.0
Czech Republic,1989,0.0,0.0
Czech Republic,1990,0.0,549039.0
Czech Republic,1991,0.0,392264026.0
Czech Republic,1992,0.0,212986243.0
Czech Republic,1993,0.0,170159661.0
Czech Republic,1994,0.0,487593167.0
Czech Republic,1995,0.0,182015721.0
Czech Republic,1996,4724939.0,35124917.0
Czech Republic,1997,1151600.0,99553819.0
Czech Republic,1998,0.0,120505911.0
Czech Republic,1999,0.0,82522618.0
Czech Republic,2000,0.0,145892164.0
Czech Republic,2001,530941.0,65382378.0
Czech Republic,2002,156771.0,60471458.0
Czech Republic,2003,247942.0,45608312.0
Czech Republic,2004,0.0,41237106.0
Czech Republic,2005,119901.0,46801.0
Czech Republic,2006,918070.0,0.0
Czech Republic,2007,0.0,0.0
Czech Republic,2008,230219.0,0.0
Czech Republic,2009,397563.0,0.0
Czech Republic,2010,0.0,0.0
Czech Republic,2011,164099.0,0.0
Czech Republic,2012,165238.0,0.0
Czech Republic,2013,123152.0,0.0
Denmark,1973,0.0,0.0
Denmark,1974,56839286.0,0.0
Denmark,1975,10392556.0,0.0
Denmark,1976,28849377.0,0.0
Denmark,1977,112241594.0,0.0
Denmark,1978,2086036.0,0.0
Denmark,1979,35943903.0,0.0
Denmark,1980,96585940.0,104288895.0
Denmark,1981,215721283.0,0.0
Denmark,1982,122090821.0,0.0
Denmark,1983,84368125.0,0.0
Denmark,1984,131061636.0,62021691.0
Denmark,1985,154044569.0,0.0
Denmark,1986,110720962.0,0.0
Denmark,1987,149837777.0,0.0
Denmark,1988,119577810.0,0.0
Denmark,1989,133430275.0,0.0
Denmark,1990,58616306.0,0.0
Denmark,1991,80582842.0,0.0
Denmark,1992,40778102.0,0.0
Denmark,1993,67062860.0,0.0
Denmark,1994,110637370.0,0.0
Denmark,1995,73451287.0,0.0
Denmark,1996,244013860.0,0.0
Denmark,1997,79381953.0,0.0
Denmark,1998,15650457.0,0.0
Denmark,1999,75309242.0,0.0
Denmark,2000,37463179.0,0.0
Denmark,2001,77063923.0,0.0
Denmark,2002,91324907.0,0.0
Denmark,2003,57028037.0,0.0
Denmark,2004,25482007.0,0.0
Denmark,2005,125145775.0,0.0
Denmark,2006,10170167.0,0.0
Denmark,2007,21329239.0,0.0
Denmark,2008,16290834.0,0.0
Denmark,2009,6819444.0,0.0
Denmark,2010,21438651.0,0.0
Denmark,2011,33654018.0,0.0
Denmark,2012,14988225.0,0.0
Denmark,2013,4941770.0,0.0
Estonia,1973,0.0,0.0
Estonia,1974,0.0,0.0
Estonia,1975,0.0,0.0
Estonia,1976,0.0,0.0
Estonia,1977,0.0,0.0
Estonia,1978,0.0,0.0
Estonia,1979,0.0,0.0
Estonia,1980,0.0,0.0
Estonia,1981,0.0,0.0
Estonia,1982,0.0,0.0
Estonia,1983,0.0,0.0
Estonia,1984,0.0,0.0
Estonia,1985,0.0,0.0
Estonia,1986,0.0,0.0
Estonia,1987,0.0,0.0
Estonia,1988,0.0,0.0
Estonia,1989,0.0,0.0
Estonia,1990,0.0,0.0
Estonia,1991,0.0,990684.0
Estonia,1992,0.0,16023398.0
Estonia,1993,0.0,38337840.0
Estonia,1994,0.0,25652518.0
Estonia,1995,0.0,18418713.0
Estonia,1996,0.0,30942970.0
Estonia,1997,0.0,8307811.0
Estonia,1998,0.0,20250742.0
Estonia,1999,0.0,9201870.0
Estonia,2000,0.0,16010329.0
Estonia,2001,184731.0,24044423.0
Estonia,2002,94211.0,8104097.0
Estonia,2003,0.0,15925093.0
Estonia,2004,0.0,19139015.0
Estonia,2005,0.0,0.0
Estonia,2006,0.0,0.0
Estonia,2007,0.0,0.0
Estonia,2008,0.0,0.0
Estonia,2009,0.0,0.0
Estonia,2010,0.0,0.0
Estonia,2011,0.0,0.0
Estonia,2012,0.0,0.0
Estonia,2013,0.0,0.0
Finland,1973,0.0,0.0
Finland,1974,0.0,0.0
Finland,1975,0.0,0.0
Finland,1976,0.0,0.0
Finland,1977,0.0,0.0
Finland,1978,0.0,0.0
Finland,1979,0.0,0.0
Finland,1980,0.0,0.0
Finland,1981,0.0,0.0
Finland,1982,0.0,0.0
Finland,1983,3517060.0,70538468.0
Finland,1984,0.0,26553629.0
Finland,1985,0.0,0.0
Finland,1986,0.0,83529726.0
Finland,1987,1482877.0,0.0
Finland,1988,447649.0,0.0
Finland,1989,16608550.0,0.0
Finland,1990,4220992.0,0.0
Finland,1991,30659992.0,0.0
Finland,1992,69776266.0,0.0
Finland,1993,15643128.0,0.0
Finland,1994,30027227.0,0.0
Finland,1995,20700602.0,0.0
Finland,1996,20289146.0,0.0
Finland,1997,28181494.0,0.0
Finland,1998,10099793.0,0.0
Finland,1999,17111953.0,0.0
Finland,2000,23911436.0,0.0
Finland,2001,17586870.0,0.0
Finland,2002,35865984.0,0.0
Finland,2003,19462895.0,0.0
Finland,2004,23784055.0,0.0
Finland,2005,50908114.0,0.0
Finland,2006,25456746.0,73670.0
Finland,2007,19522990.0,0.0
Finland,2008,39238852.0,0.0
Finland,2009,64703548.0,0.0
Finland,2010,20238960.0,0.0
Finland,2011,34660814.0,0.0
Finland,2012,7911710.0,0.0
Finland,2013,13933712.0,0.0
France,1973,247189555.0,0.0
France,1974,367384662.0,0.0
France,1975,192416969.0,0.0
France,1976,183658423.0,0.0
France,1977,168900067.0,0.0
France,1978,97437457.0,0.0
France,1979,25058027.0,0.0
France,1980,360323267.0,116609845.0
France,1981,277458713.0,120922782.0
France,1982,446543740.0,0.0
France,1983,164059809.0,0.0
France,1984,367362828.0,0.0
France,1985,212486003.0,0.0
France,1986,296394154.0,0.0
France,1987,254311333.0,0.0
France,1988,274040470.0,0.0
France,1989,469783071.0,0.0
France,1990,586988135.0,0.0
France,1991,75995551.0,0.0
France,1992,220827059.0,0.0
France,1993,246959806.0,0.0
France,1994,242597753.0,0.0
France,1995,184288339.0,0.0
France,1996,310518112.0,0.0
France,1997,181377579.0,0.0
France,1998,218643543.0,0.0
France,1999,195502185.0,0.0
France,2000,526519855.0,0.0
France,2001,621418995.0,0.0
France,2002,534709591.0,0.0
France,2003,507020648.0,0.0
France,2004,596317633.0,0.0
France,2005,275332592.0,0.0
France,2006,464260209.0,0.0
France,2007,401771684.0,0.0
France,2008,246968178.0,8227.0
France,2009,443827383.0,0.0
France,2010,479271279.0,0.0
France,2011,385580197.0,0.0
France,2012,1857862442.0,0.0
France,2013,1247092339.0,0.0
Germany,1973,562232384.0,0.0
Germany,1974,698168091.0,0.0
Germany,1975,833859928.0,0.0
Germany,1976,639963734.0,0.0
Germany,1977,617148856.0,0.0
Germany,1978,410412482.0,0.0
Germany,1979,787807347.0,0.0
Germany,1980,654031054.0,0.0
Germany,1981,751727169.0,0.0
Germany,1982,853843929.0,0.0
Germany,1983,494657126.0,0.0
Germany,1984,950183614.0,0.0
Germany,1985,1590619838.0,0.0
Germany,1986,539033266.0,0.0
Germany,1987,788040730.0,0.0
Germany,1988,757183394.0,0.0
Germany,1989,3020847013.0,0.0
Germany,1990,3382157543.0,0.0
Germany,1991,323668836.0,0.0
Germany,1992,8552232648.0,0.0
Germany,1993,450749201.0,0.0
Germany,1994,380199578.0,0.0
Germany,1995,3308855279.0,0.0
Germany,1996,474378180.0,0.0
Germany,1997,782428714.0,0.0
Germany,1998,323280491.0,0.0
Germany,1999,530422355.0,0.0
Germany,2000,350983095.0,0.0
Germany,2001,891724108.0,0.0
Germany,2002,744664103.0,0.0
Germany,2003,717917759.0,0.0
Germany,2004,757859065.0,31462.0
Germany,2005,846945037.0,0.0
Germany,2006,664320505.0,0.0
Germany,2007,977570017.0,28702.0
Germany,2008,1168597647.0,0.0
Germany,2009,1270803240.0,0.0
Germany,2010,866568253.0,0.0
Germany,2011,1400378605.0,0.0
Germany,2012,1519377935.0,0.0
Germany,2013,1582596672.0,0.0
Greece,1973,0.0,0.0
Greece,1974,0.0,0.0
Greece,1975,0.0,0.0
Greece,1976,0.0,0.0
Greece,1977,0.0,0.0
Greece,1978,0.0,0.0
Greece,1979,0.0,0.0
Greece,1980,0.0,115371982.0
Greece,1981,0.0,26046686.0
Greece,1982,0.0,0.0
Greece,1983,0.0,0.0
Greece,1984,0.0,0.0
Greece,1985,0.0,36819257.0
Greece,1986,0.0,0.0
Greece,1987,0.0,0.0
Greece,1988,0.0,37727914.0
Greece,1989,0.0,0.0
Greece,1990,0.0,0.0
Greece,1991,0.0,303412067.0
Greece,1992,0.0,0.0
Greece,1993,0.0,0.0
Greece,1994,0.0,0.0
Greece,1995,0.0,0.0
Greece,1996,0.0,0.0
Greece,1997,0.0,0.0
Greece,1998,0.0,0.0
Greece,1999,0.0,0.0
Greece,2000,0.0,0.0
Greece,2001,0.0,0.0
Greece,2002,3051811.0,0.0
Greece,2003,9823209.0,0.0
Greece,2004,875060.0,0.0
Greece,2005,3084323.0,0.0
Greece,2006,2803352.0,0.0
Greece,2007,3082200.0,0.0
Greece,2008,2542149.0,0.0
Greece,2009,2070017.0,0.0
Greece,2010,2151692.0,0.0
Greece,2011,1740617.0,0.0
Greece,2012,1220624.0,0.0
Greece,2013,222131.0,0.0
Hungary,1973,0.0,0.0
Hungary,1974,0.0,0.0
Hungary,1975,0.0,0.0
Hungary,1976,0.0,0.0
Hungary,1977,0.0,0.0
Hungary,1978,0.0,0.0
Hungary,1979,0.0,0.0
Hungary,1980,0.0,0.0
Hungary,1981,0.0,0.0
Hungary,1982,0.0,0.0
Hungary,1983,0.0,0.0
Hungary,1984,0.0,0.0
Hungary,1985,0.0,31296368.0
Hungary,1986,0.0,0.0
Hungary,1987,0.0,0.0
Hungary,1988,0.0,0.0
Hungary,1989,0.0,1482250.0
Hungary,1990,0.0,315616677.0
Hungary,1991,0.0,624227866.0
Hungary,1992,0.0,179864578.0
Hungary,1993,0.0,322532354.0
Hungary,1994,0.0,393976481.0
Hungary,1995,0.0,330369147.0
Hungary,1996,0.0,349275403.0
Hungary,1997,0.0,53047029.0
Hungary,1998,0.0,27853171.0
Hungary,1999,0.0,26274654.0
Hungary,2000,0.0,29607289.0
Hungary,2001,0.0,71227382.0
Hungary,2002,0.0,46184177.0
Hungary,2003,0.0,68595560.0
Hungary,2004,0.0,53861240.0
Hungary,2005,254145.0,0.0
Hungary,2006,0.0,0.0
Hungary,2007,2747.0,21733.0
Hungary,2008,67660.0,0.0
Hungary,2009,0.0,0.0
Hungary,2010,0.0,14132.0
Hungary,2011,0.0,0.0
Hungary,2012,0.0,0.0
Hungary,2013,0.0,0.0
Iceland,1973,0.0,0.0
Iceland,1974,0.0,0.0
Iceland,1975,0.0,0.0
Iceland,1976,0.0,0.0
Iceland,1977,0.0,0.0
Iceland,1978,0.0,0.0
Iceland,1979,0.0,0.0
Iceland,1980,0.0,18060045.0
Iceland,1981,0.0,0.0
Iceland,1982,0.0,0.0
Iceland,1983,0.0,0.0
Iceland,1984,0.0,0.0
Iceland,1985,0.0,0.0
Iceland,1986,0.0,0.0
Iceland,1987,0.0,0.0
Iceland,1988,0.0,0.0
Iceland,1989,0.0,0.0
Iceland,1990,0.0,0.0
Iceland,1991,0.0,0.0
Iceland,1992,0.0,0.0
Iceland,1993,0.0,0.0
Iceland,1994,0.0,0.0
Iceland,1995,0.0,0.0
Iceland,1996,0.0,0.0
Iceland,1997,0.0,0.0
Iceland,1998,0.0,0.0
Iceland,1999,0.0,0.0
Iceland,2000,0.0,0.0
Iceland,2001,0.0,0.0
Iceland,2002,0.0,0.0
Iceland,2003,0.0,0.0
Iceland,2004,0.0,0.0
Iceland,2005,0.0,0.0
Iceland,2006,0.0,0.0
Iceland,2007,0.0,0.0
Iceland,2008,0.0,0.0
Iceland,2009,0.0,0.0
Iceland,2010,0.0,0.0
Iceland,2011,0.0,0.0
Iceland,2012,39083.0,0.0
Iceland,2013,133418.0,0.0
India,1973,0.0,2285256534.0
India,1974,0.0,3697747278.0
India,1975,0.0,3000656166.0
India,1976,0.0,2233586413.0
India,1977,0.0,3197135157.0
India,1978,0.0,2927325215.0
India,1979,0.0,1622748901.0
India,1980,0.0,2968245303.0
India,1981,0.0,3706661088.0
India,1982,0.0,2822105457.0
India,1983,0.0,2653699004.0
India,1984,0.0,4584531386.0
India,1985,0.0,1837835819.0
India,1986,0.0,3003947484.0
India,1987,0.0,4191375895.0
India,1988,0.0,3844238228.0
India,1989,0.0,3091093501.0
India,1990,0.0,2036236423.0
India,1991,0.0,3660869551.0
India,1992,0.0,5341953099.0
India,1993,0.0,1327287513.0
India,1994,0.0,4096778597.0
India,1995,0.0,2704173002.0
India,1996,0.0,4151165519.0
India,1997,0.0,4794906726.0
India,1998,0.0,2478951563.0
India,1999,0.0,1932216592.0
India,2000,0.0,1141656334.0
India,2001,0.0,2198367696.0
India,2002,0.0,2324315788.0
India,2003,0.0,2616814261.0
India,2004,0.0,2884182630.0
India,2005,0.0,3340560624.0
India,2006,0.0,4144135136.0
India,2007,0.0,5386224705.0
India,2008,0.0,5044559917.0
India,2009,0.0,3706828324.0
India,2010,0.0,3826639675.0
India,2011,0.0,3652445742.0
India,2012,0.0,4970365576.0
India,2013,0.0,4550646147.0
Ireland,1973,0.0,0.0
Ireland,1974,0.0,0.0
Ireland,1975,0.0,0.0
Ireland,1976,0.0,0.0
Ireland,1977,0.0,0.0
Ireland,1978,0.0,0.0
Ireland,1979,0.0,0.0
Ireland,1980,0.0,30268231.0
Ireland,1981,0.0,58605044.0
Ireland,1982,0.0,0.0
Ireland,1983,0.0,0.0
Ireland,1984,0.0,0.0
Ireland,1985,0.0,0.0
Ireland,1986,0.0,0.0
Ireland,1987,0.0,0.0
Ireland,1988,0.0,0.0
Ireland,1989,0.0,0.0
Ireland,1990,0.0,46238132.0
Ireland,1991,0.0,6065209.0
Ireland,1992,0.0,0.0
Ireland,1993,0.0,0.0
Ireland,1994,0.0,0.0
Ireland,1995,0.0,0.0
Ireland,1996,0.0,0.0
Ireland,1997,0.0,0.0
Ireland,1998,0.0,0.0
Ireland,1999,0.0,174812788.0
Ireland,2000,7976318.0,171345603.0
Ireland,2001,13231961.0,175063408.0
Ireland,2002,22971354.0,272240314.0
Ireland,2003,27083746.0,0.0
Ireland,2004,23980282.0,0.0
Ireland,2005,28639372.0,0.0
Ireland,2006,28942598.0,0.0
Ireland,2007,28202952.0,0.0
Ireland,2008,34965187.0,0.0
Ireland,2009,21707708.0,0.0
Ireland,2010,15971582.0,0.0
Ireland,2011,16164777.0,0.0
Ireland,2012,14021437.0,0.0
Ireland,2013,11285184.0,0.0
Italy,1973,166719069.0,0.0
Italy,1974,0.0,0.0
Italy,1975,0.0,0.0
Italy,1976,35601469.0,0.0
Italy,1977,0.0,0.0
Italy,1978,0.0,0.0
Italy,1979,0.0,0.0
Italy,1980,0.0,894504816.0
Italy,1981,0.0,3585196.0
Italy,1982,0.0,663971.0
Italy,1983,33513460.0,147595542.0
Italy,1984,225774377.0,551936148.0
Italy,1985,164182162.0,0.0
Italy,1986,48874532.0,0.0
Italy,1987,282071099.0,0.0
Italy,1988,116403581.0,0.0
Italy,1989,112626078.0,0.0
Italy,1990,136489843.0,0.0
Italy,1991,138712028.0,0.0
Italy,1992,170049742.0,0.0
Italy,1993,124373956.0,277419753.0
Italy,1994,25806540.0,524992994.0
Italy,1995,1397467126.0,0.0
Italy,1996,26143275.0,0.0
Italy,1997,11342151.0,0.0
Italy,1998,24433295.0,0.0
Italy,1999,23505452.0,0.0
Italy,2000,34877961.0,92408.0
Italy,2001,61884442.0,0.0
Italy,2002,31576918.0,0.0
Italy,2003,15582599.0,35589.0
Italy,2004,65385193.0,0.0
Italy,2005,69732388.0,0.0
